INV_NR;KURZTITEL;TITEL;FOTOGRAF;DATIERUNGVON;DATIERUNGBIS;DATIERUNGKONKRET;ORTZEITBESCHREIBUNG;SCHLAGWORT;BESCHREIBUNG_MOTIV;STRASSENNAME_MOTIV;STADTBEZIRK;GEOKOORDINATEN_MOTIV;URL;DATENGEBER;ISIL_DATENGEBER;LIZENZ
F-020175;Grenzmauer Boyenstraße;Berliner Mauer an der Boysenstraße;Kremer, Paul;1963;1963;1963;Berlin, Januar-März 1963;"Abweiser (beidseitig);Berliner Mauer;Betonverbundmauer;Grenzhaus;Postenstand";An der Boyenstraße dient eine Betonverbundmauer aus Betonplatten, Hohlblocksteinen und mit Stacheldraht-Abweisern als Grenzmauer, rechts ist ein Postenstand der Grenztruppen sichtbar.;Boyenstraße/Chausseestraße;"Mitte (Ost-Berlin);Wedding (West-Berlin)";POINT (13.37305 52.53793);http://www.mauer-fotos.de/image/?imageID=020175;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020177;"Denkmal ""Wiedervereinigung""";"Denkmal ""Wiedervereinigung"" nach dem Entwurf von Hildegard Leest ";Kremer, Paul;1963;1963;1963;Berlin, Januar-März 1963;"Berliner Mauer;Denkmal;Skulptur";"Denkmal ""Wiedervereinigung"" von Hildegard Leest, 1962 an der Liesenstraße nahe dem Hedwigsfriedhof aufgestellt. Im Hintergrund die Berliner Mauer entlang der Liesenstraße.";Chausseestraße/Liesenstraße;"Mitte (Ost-Berlin);Wedding (West-Berlin)";POINT (13.3745 52.5373);http://www.mauer-fotos.de/image/?imageID=020177;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020182;Vermauerter Eingang Hedwigsfriedhof;Vermauerter Eingang zum Hedwigsfriedhof mit französischem Sektorenschild;Kremer, Paul;1963;1963;1963;Berlin, Januar-März 1963;"Berliner Mauer;Friedhof;Hohlblockstein;Sektorenschild;Wandtafel;Winter";Mit Hohlblocksteinen vermauerter Eingang zum Hedwigsfriedhof an der Liesenstraße.;Liesenstraße 7;"Mitte (Ost-Berlin);Wedding (West-Berlin)";POINT (13.3769702911377 52.5387267156598);http://www.mauer-fotos.de/image/?imageID=020182;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020184;Mahnmal Ernst Mundt;Mahnmal für Ernst Mundt an der Mauer des Sophienfriedhofs;Kremer, Paul;1963;1963;1963.02;Berlin, Februar 1963;"Berliner Mauer;Gedenkzeichen (Mauertote);Kranz;Mahnmal;Mauertoter";Ernst Mundt versuchte am 4. September 1962 über den Sophienfriedhof aus Ost-Berlin zu seiner Famile nach West-Berlin zu flüchten und wurde auf der Friedhofsmauer erschossen.;Bernauer Straße/Gartenstraße;"Mitte (Ost-Berlin);Wedding (West-Berlin)";POINT (13.38742 52.53348);http://www.mauer-fotos.de/image/?imageID=020184;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020185;Nordbahnhof;Grenzanlagen am Nordbahnhof entlang der Gartenstraße;Kremer, Paul;1963;1963;1963;Berlin, Januar-März 1963;"Berliner Mauer;Nordbahnhof;Vermauerte Fenster/Türen";Ladestraße am Nordbahnhof mit den Grenzanlagen entlang der Gartenstraße. Die Zugänge von der Straße sind vermauert, die alte Geländemauer dient als Grenzmauer nach Westen. Vor der geschlossenen Hallen der Ladestraße sind mehrere Reihen Stacheldrahtzaun errichtet.;Bernauer Straße/Gartenstraße;"Mitte (Ost-Berlin);Wedding (West-Berlin)";POINT (13.38742 52.53348);http://www.mauer-fotos.de/image/?imageID=020185;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020186;Gedenkzeichen Rudolf Urban;Gedenkzeichen für Rudolf Urban in der Bernauer Straße;Kremer, Paul;1963;1963;1963;Berlin, Januar-März 1963;"Berliner Mauer;Denkmal;Gedenkzeichen (Mauertote);Mahnmal;Mauertoter;Trauerkranz";Gedenkzeichen für Rudolf Urban auf dem Bürgersteig vor der Bernauer Straße 1. Der Schnee um das Gedenkzeichen ist weggeräumt, ein Trauerkranz hängt an dem Gedenkzeichen.;Bernauer Straße/Hussitenstraße;"Mitte (Ost-Berlin);Wedding (West-Berlin)";POINT (13.39124 52.53614);http://www.mauer-fotos.de/image/?imageID=020186;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020188;Versöhnungskirche;Versöhnungskirche im Grenzstreifen;Kremer, Paul;1963;1963;1963;Berlin, Januar-März 1963;"Berliner Mauer;Grenzhaus;Grenzmauer;Kirchturm;Wandtafel";An der Versöhnungskirche dient der zwischen alten Pfosten ausgemauerte Zaun als Grenzmauer. An den Pfosten sind Wandtafeln angebracht. Der Eingang zur Versöhnungskirche ist durch die errichtete Grenzmauer von West-Berlin aus nicht mehr zugänglich.;Bernauer Straße/Hussitenstraße;"Mitte (Ost-Berlin);Wedding (West-Berlin)";POINT (13.39124 52.53614);http://www.mauer-fotos.de/image/?imageID=020188;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020190;Grenzhäuser Bernauer Straße;Grenzhäuser an der Bernauer Straße mit vermauerten Fenstern und Türen ;Kremer, Paul;1963;1963;1963;Berlin, Januar-März 1963;"Berliner Mauer;Dachsperre;Grenzhaus;Ladengeschäft;Vermauerte Fenster/Türen";Vermauerte Grenzhäuser an der Bernauer Straße. Erkennbar noch die ehemaligen Geschäfte der Bernauer Straße 15 und 16.;Bernauer Straße/Strelitzer Straße;"Mitte (Ost-Berlin);Wedding (West-Berlin)";POINT (13.39327 52.53744);http://www.mauer-fotos.de/image/?imageID=020190;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020196;Bernauer Straße Ecke Wolgaster Straße;Vermauerte Grenzhäuse in der Bernauer Straße Ecke Wolgaster Straße;Kremer, Paul;1963;1963;1963;Berlin, Januar-März 1963;"Berliner Mauer;Denkmal;Gedenkzeichen (Mauertote);Grenzhaus;Ladengeschäft;Mahnmal;Mauertoter;Straßenschild;Trauerkranz;Vermauerte Fenster/Türen";;Bernauer Straße/Wolgaster Straße;"Mitte (Ost-Berlin);Wedding (West-Berlin)";POINT (13.39795 52.53881);http://www.mauer-fotos.de/image/?imageID=020196;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020203;Bernauer Straße;Berliner Mauer am östlichen Ende der Bernauer Straße;Kremer, Paul;1963;1963;1963;Berlin, Januar-März 1963;"Berliner Mauer;Gekappter Verkehrsweg (Berlin 1961-1989);Grenzhaus;Mauer-Absperrung auf West-Berliner Seite;Schriftzug (Anti-DDR);Sichtblende;Vermauerte Fenster/Türen";"Mit Betonverbundmauer gekappte Bernauer Straße Richtung Osten. Auf der Grenzmauer ist der Schriftzug ""Diese Schande muß weg! KZ"" aufgemalt. Vor der Mauer ist eine Absperrung auf West-Berliner Seite aufgestellt.";Bernauer Straße/Schwedter Straße;"Mitte (Ost-Berlin);Wedding (West-Berlin)";POINT (13.40432 52.54055);http://www.mauer-fotos.de/image/?imageID=020203;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020205;Erneuerung Grenzmauer;Errichtung einer neuen Grenzmauer an der Wolliner Straße;Kremer, Paul;1963;1963;1963;Berlin, Januar-März 1963;"Bautrupp;Berliner Mauer;Betonquader;Grenzhaus;Grenzsoldat;Kran;Mauerausbau;Sichtblende";Ein Kran hebt Betonplatten aus der Grenzmauer an der Wolliner Straße, die dort durch massive Betongitterplatten in horizontaler Schichtung ersetzt werden.;Bernauer Straße/Wolliner Straße;"Mitte (Ost-Berlin);Wedding (West-Berlin)";POINT (13.4016 52.53978);http://www.mauer-fotos.de/image/?imageID=020205;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020220;Kiehlsteg;Kiehlsteg am Weigandufer;Kremer, Paul;1963;1963;1963;Berlin, Januar-März 1963;"Berliner Mauer;Fussgängerbrücke;Gekappter Verkehrsweg (Berlin 1961-1989);Kanal;Sektorenschild";Weigandufer und Kiehlsteg, der als Fußgängerbrücke die beide Teile Neuköllns über den Neuköllner Schiffahrtskanal miteinander verbindet. Im Hintergrund ist die Berliner Mauer sichtbar, die direkt durch entlang der Harzer Straße und an der Lohmühlenbrücke verläuft.;Harzer Straße/Kiehlufer;"Treptow (Ost-Berlin);Neukölln (West-Berlin)";POINT (13.4402 52.4894);http://www.mauer-fotos.de/image/?imageID=020220;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020225;Eisenbahnbrücke Görlitzer Bahnhof;Eisenbahnbrücke über den Landwehrkanal zum Görlitzer Bahnhof;Kremer, Paul;1963;1963;1963;Berlin, Januar-März 1963;"Berliner Mauer;Beschaubrücke;Brücke;Dampflokomotive;Grenzsoldat;Güterzug";Die Eisenbahnbrücke zwischen dem Kreuzberg und dem Ost-Berliner Bezirk Treptow bildet den Zugang zum Görlitzer Bahnhof, der als Güterbahnhof für Lieferungen nach West-Berlin dient. Die Güterzüge müssen dabei die Grenzanlagen auf der Eisenbahntrasse passieren. Auf der Beschaubrücke kontrollieren Grenzsoldaten den Güterzug von oben. Die Berliner Mauer verläuft direkt am Landwehrkanal entlang.  ;Görlitzer Ufer/Wiener Straße;"Treptow (Ost-Berlin);Kreuzberg (West-Berlin)";POINT (13.44304 52.49375);http://www.mauer-fotos.de/image/?imageID=020225;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020230;Schleusenufer;Berliner Mauer am Schleusenufer;Kremer, Paul;1963;1963;1963;Berlin, Januar-März 1963;"Berliner Mauer;Fahrbahn;Gekappter Verkehrsweg (Berlin 1961-1989);Sektorenschild;Sichtblende";Gekappte Schlesische Straße am Schleusenufer mit amerikanischem Sektorenschild. Im Straßenbelag liegen die alten Straßenbahnschienen.;Schleusenufer/Vor dem Schlesischen Tor;"Treptow (Ost-Berlin);Kreuzberg (West-Berlin)";POINT (13.44889 52.49725);http://www.mauer-fotos.de/image/?imageID=020230;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020234;Oberbaumbrücke;Grenzanlagen auf der Oberbaumbrücke;Kremer, Paul;1963;1963;1963;Berlin, Januar-März 1963;"Berliner Mauer;Brücke;Grenzübergangsstelle (GÜSt);Stacheldrahtsperre;Warnschild";Grenzanlagen auf der Ruine der Oberbaumbrücke, die als Grenzübergangsstelle für Fußgänger dient.;Oberbaumbrücke;"Kreuzberg (West-Berlin);Friedrichshain (Ost-Berlin)";POINT (13.4456992149353 52.5017961753873);http://www.mauer-fotos.de/image/?imageID=020234;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020242;Grenzübergangsstelle Heinrich-Heine-Straße;Grenzverkehr an der Grenzübergangsstelle Heinrich-Heine-Straße;Kremer, Paul;1963;1963;1963;Berlin, Januar-März 1963;"Berliner Mauer;Grenzleuchte;Grenzverkehr;Grenzübergangsstelle (GÜSt);Personenkraftfahrzeug;Reisender";Westdeutsche Autos verlassen die Grenzübergangsstelle in Richtung Bezirk Kreuzberg und fahren durch den Slalomkurs, der mit massiven Betonmauern gegen Fahrzeugdurchbrüche gebildet wird.;Moritzplatz;"Mitte (Ost-Berlin);Kreuzberg (West-Berlin)";POINT (13.41071 52.50364);http://www.mauer-fotos.de/image/?imageID=020242;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020245;Abriss Grenzhaus;Grenzsoldaten auf den Trümmern eines Grenzhauses an der Mauer;Kremer, Paul;1963;1963;1963;Berlin, Januar-März 1963;"Abriss;Abweiser (beidseitig);Ausbau Grenzstreifen;Berliner Mauer;Betonverbundmauer;Grenzhaus;Hohlblockstein";Grenzsoldaten auf dem Trümmerberg eines abgeräumten Grenzhauses. Im Vordergrund ist die Grenzmauer aus Betonplatten, Hohlblocksteinen und aufgesetzten Stacheldrahtabweisern sichtbar.;Zimmerstraße/Charlottenstraße;"Mitte (Ost-Berlin);Kreuzberg (West-Berlin)";POINT (13.39233 52.50781);http://www.mauer-fotos.de/image/?imageID=020245;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020249;Zimmerstraße;Berliner Mauer mit Sektorenschild an der Zimmerstraße;Kremer, Paul;1963;1963;1963;Berlin, Januar-März 1963;"Berliner Mauer;Brache;Grenzhaus;Sektorenschild";"Berliner Mauer an der Zimmerstraße zwischen Friedrichstraße und Charlottenstraße. Im Hintergrund ist das ehemalige Gebäude des ""Neue Zeit - Union Verlags"" zu sehen, dahinter liegt die Grenzübergangsstelle Friedrichstraße.";Zimmerstraße/Charlottenstraße;"Mitte (Ost-Berlin);Kreuzberg (West-Berlin)";POINT (13.39233 52.50781);http://www.mauer-fotos.de/image/?imageID=020249;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020255;Grenzübergangsstelle Friedrichstraße;Grenzübergangsstelle Friedrichstraße mit Grenzverkehr von Personen;Kremer, Paul;1963;1963;1963;Berlin, Januar-März 1963;"Berliner Mauer;Fahrzeugsperre;Grenzverkehr;Grenzübergangsstelle (GÜSt);Stacheldrahtzaun";Personen im Grenzverkehr an der Grenzübergangsstelle Friedrichstraße, im Vordergrund der Stacheldrahtzaun an der Sektorengrenze.;Friedrichstraße/Zimmerstraße;"Mitte (Ost-Berlin);Kreuzberg (West-Berlin)";POINT (13.39035 52.50766);http://www.mauer-fotos.de/image/?imageID=020255;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020257;Checkpoint Charlie;Kontrollhaus am Checkpoint Charlie;Kremer, Paul;1963;1963;1963;Berlin, Januar-März 1963;"Absperrung;Berliner Mauer;Grenzverkehr;Grenzübergangsstelle (GÜSt);Kontrollhaus;Militärfahrzeug;Militärpolizei;US-Militär Berlin";Kontrollhaus am Checkpoint Charlie mit Fahrzeug der US-Militärpolizei, im Hintergrund die Grenzübergangsstelle Friedrichstraße.;Friedrichstraße/Zimmerstraße;"Mitte (Ost-Berlin);Kreuzberg (West-Berlin)";POINT (13.39035 52.50766);http://www.mauer-fotos.de/image/?imageID=020257;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020260;Haus Vaterland;Grenzanlagen am Potsdamer Platz und am Haus Vaterland;Kremer, Paul;1963;1963;1963;Berlin, Januar-März 1963;"Abweiser (beidseitig);Berliner Mauer;Fahrzeugsperre;Gekappter Verkehrsweg (Berlin 1961-1989);Grenzhaus";"Grenzstreifen am Potsdamer Platz. Auf Ost-Berliner Seite sind neben den Grenzelementen die alten Straßenbahnschienen sowie das zerstörte Haus ""Vaterland"" und die verschlossenen S-Bahn-Eingänge sichtbar.";Potsdamer Platz;"Mitte (Ost-Berlin);Tiergarten (West-Berlin)";POINT (13.37657 52.50951);http://www.mauer-fotos.de/image/?imageID=020260;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020272;Pariser Platz und Brandenburger Tor;Pariser Platz und Brandenburger Tor;Kremer, Paul;1963;1963;1963;Berlin, 1963;"Absperrung;Berliner Mauer;Nationalflagge;Ostansicht der Berliner Mauer";Absperrung am Pariser Platz mit dem Brandenburger Tor, das durch Sperrschranken in den Durchfahrten gesichert ist.;Pariser Platz;Tiergarten (West-Berlin);POINT (13.37889 52.51638);http://www.mauer-fotos.de/image/?imageID=020272;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020392;Nennhauser Damm;Geteilte Fahrbahn am Nennhauser Damm;Kremer, Paul;1963;1963;1963;Berlin, 1963;"Absperrung;Außenring (Berliner Mauer);Berliner Mauer;Fahrbahn;Grenzhaus;Oberleitung;Stacheldrahtzaun;Warnschild";Markierung des in der Straßenmitte geteilten Nennhauser Damms, dahinter mehrere Stacheldrahtzäune als Grenzsicherung und Reste der alten Wohnbebauung in West-Staaken. Die Markierung und das Sektorenschild zeigen die unmittelbare Sektorengrenze an, auf DDR-Gebiet ist die Fahrbahn unbenutzt. Über der Straße verlaufen die Oberleitungen für den Busverkehr aus der Zeit vor dem Zweiten Weltkrieg.;Nennhauser Damm/Spandauer Straße;Spandau (West-Berlin);POINT (13.1419658660889 52.5341063853505);http://www.mauer-fotos.de/image/?imageID=020392;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020395;Glienicker Brücke;Glienicker Brücke mit Weihnachtsbaum;Kremer, Paul;1963;1963;1963;Berlin, Januar-März 1963;"Berliner Mauer;Grenzübergangsstelle (GÜSt);Sektorenschild;Weihnachten";Gesperrte Glienicker Brücke mit Weihnachtsbaum.;Glienicker Brücke;Zehlendorf (West-Berlin);POINT (13.09019 52.41347);http://www.mauer-fotos.de/image/?imageID=020395;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020403;Havel mit Sektorenschild;Sektorenschild der Wassergrenze an der vereisten Havel;Kremer, Paul;1963;1963;1963;Berlin, 1963;"Schiff;Sektorenschild;Wachtturm (Holz);Wassergrenze";Sektorenschild der Wassergrenze an der Havel. Auf dem Fluss fährt ein Schiff vor einem Holz-Wachturm der Grenztruppen am gegenüberliegenden Ufer.;Havel;Zehlendorf (West-Berlin);POINT (13.20574 52.60143);http://www.mauer-fotos.de/image/?imageID=020403;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020437;Grenzstreifen Kommandantenstraße;Grenzstreifen an der Kommandantenstraße;Roos, Albrecht;1971;1975;1971-1975;Berlin, ca. 1973;"Berliner Mauer;Fernsehturm;Grenzleuchte;Rohrauflage";Grenzstreifen an der Kommandantenstraße, der nach Ost-Berlin hin durch einen Stacheldrahtzaun gesichert ist. Die Erdhügel deuten auf einen Ausbau des Grenzstreifens hin.;Kommandantenstraße/Neue Grünstraße;"Kreuzberg (West-Berlin);Mitte (Ost-Berlin)";POINT (13.40386 52.50819);http://www.mauer-fotos.de/image/?imageID=020437;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020441;Checkpoint Charlie und GÜSt Friedrichstraße;Checkpoint Charlie und Grenzübergangsstelle Friedrichstraße;Roos, Albrecht;1976;1976;1976;Berlin, 1976;"Berliner Mauer;Grenzübergangsstelle (GÜSt);Jeep;Kommandoturm (GÜSt);Kontrollhaus;Militärfahrzeug;Militärpolizei;Nationalflagge;Schlagbaum;US-Militär Berlin";Checkpoint Charlie mit Kontrollhaus des US-Militärs, dahinter die Grenzübergangsstelle Friedrichstraße mit dem zentralen Kommandoturm.;Friedrichstraße/Zimmerstraße;"Mitte (Ost-Berlin);Kreuzberg (West-Berlin)";POINT (13.39035 52.50766);http://www.mauer-fotos.de/image/?imageID=020441;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020444;Grenzstreifen Zimmerstraße;Grenzstreifen an der Zimmerstraße/Lindenstraße;Roos, Albrecht;1980;1980;1980;Berlin, 1980;"Berliner Mauer;Grenzstreifen;Rohrauflage";Die Grenzmauer im Vordergrund ist mit einer Rohrauflage gegen Überklettern gesichert. Der Grenzstreifen ist mit Grenzleuchten, einer Doppelreihe Fahrzeugsperren, einem Zaun und einem Wachturm gesichert. Im Hintergrund ist entlang der weiß gestrichenen Grenzmauer aus geschichteten Betonplatten das Druckhaus des Springer-Verlags erkennbar.;Zimmerstraße/Axel-Springer-Straße;"Mitte (Ost-Berlin);Kreuzberg (West-Berlin)";POINT (13.39911 52.50818);http://www.mauer-fotos.de/image/?imageID=020444;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020445;Grenzmauer Lindenstraße;Grenzmauer an der Zimmerstraße/Lindenstraße;Roos, Albrecht;1980;1980;1980;Berlin, 1980;"Berliner Mauer;Betonplattenmauer;Betonschichtmauer;Grenzmauer";"Die Grenzmauer aus geschichteten Betonplatten trift auf die Grenmauer als Bettonplattenwand. Bei dem Wohngebäude dahinter handelt es um das ""Kreuzberghaus zum Alten Fritz"" in der Lindenstraße 76/78.";Zimmerstraße/Axel-Springer-Straße;"Mitte (Ost-Berlin);Kreuzberg (West-Berlin)";POINT (13.39911 52.50818);http://www.mauer-fotos.de/image/?imageID=020445;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020447;Grenzstreifen Zimmerstraße;Grenzstreifen an der Zimmerstraße/Charlottenstraße;Roos, Albrecht;1985;1985;1985;Berlin, 1985;"Berliner Mauer;Betongitterplatte;Gedenkzeichen (Mauertote);Grenzstreifen;Propagandaschild;Sektorenschild;Straßenschild;Verkehrszeichen";Grenzmauer aus geschichteten Betonplattenmauer entlang der Zimmerstraße. An der Einmündung der Charlottenstraße ist ein amerikanisches Sektorenschild, daneben ein Propagandaschild in Richtung Ost-Berlin sichtbar. Ein eingezäunter Weg führt zum Gedenkort Peter Fechter. An den Grenzleuchten der Lichttrasse sind die grün-weiß-roten Markierungen für die Grenzsoldaten erkennbar.;Zimmerstraße/Charlottenstraße;"Kreuzberg (West-Berlin);Mitte (Ost-Berlin)";POINT (13.39233 52.50781);http://www.mauer-fotos.de/image/?imageID=020447;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020455;Grenzstreifen Bernauer Straße;Grenzstreifen an der Bernauer Straße;Roos, Albrecht;1969;1969;1969;Berlin, 1969;"Berliner Mauer;Grenzstreifen";Blick von der Aussichtsplattform an der Ackerstraße auf den Grenzstreifen mit Hinterlandzaun, Grenzleuchten, Fahrzeugsperren, Sichtblenden, Grenzmauer mit aufgesetzten Stacheldrahtabweisern. ;Bernauer Straße/Ackerstraße;"Wedding (West-Berlin);Mitte (Ost-Berlin)";POINT (13.39012 52.53547);http://www.mauer-fotos.de/image/?imageID=020455;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020467;Grenzübergangsstelle Heinrich-Heine-Straße;Grenzübergangsstelle Heinrich-Heine-Straße ;;1961;1961;1961;Berlin, 1961;"Aussichtsplattform;Berliner Mauer;Gekappter Verkehrsweg (Berlin 1961-1989);Grenzübergangsstelle (GÜSt);Menschenmenge;Oberleitung;West-Berliner Polizeibeamter";Menschenmenge in West-Berlin an der Grenzübergangsstelle Heinrich-Heine-Straße, ein Polizist sichert den Abstand zur Sektorengrenze. Direkt an der Mauer steht eine Aussichtsplattform mit neuem Geländer.;Heinrich-Heine-Straße/Prinzenstraße;"Kreuzberg (West-Berlin);Mitte (Ost-Berlin)";POINT (13.41207 52.50477);http://www.mauer-fotos.de/image/?imageID=020467;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020532;Grenzmauer Friedrichstraße;Grenzmauer an der Friedrichstraße;Schubert, Wolfgang;1961;1963;1961-1963;Berlin, 1961-1963;"Abweiser (beidseitig);Berliner Mauer;Betonverbundmauer;Hohlblockstein;Schriftzug (Anti-DDR)";Berliner Mauer als frühe Betonverbundmauer aus Betonquadern, Hohlblocksteinen und beidseitigen Abweisern mit Stacheldraht an der Friedrichstraße/Zimmerstraße. Auf der Mauer steht ein politischer Schriftzug.;Friedrichstraße/Zimmerstraße;"Mitte (Ost-Berlin);Kreuzberg (West-Berlin)";POINT (13.39035 52.50766);http://www.mauer-fotos.de/image/?imageID=020532;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020533;Friedrichstraße Ecke Zimmerstraße;Grenzmauer an der Friedrichstraße Ecke Zimmerstraße;Schubert, Wolfgang;1961;1963;1961-1963;Berlin, 1961-1963;"Berliner Mauer;Betongitterplatte;Fenstervergitterung;Grenzhaus;Grenzleuchte;Nationalflagge";Die Berliner Mauer als Betonschichtmauer an der Friedrichstraße Ecke Zimmerstraße. Das Verlagshaus am Grenzstreifen ist mit Fenstergittern gesichert.;Friedrichstraße/Zimmerstraße;"Mitte (Ost-Berlin);Kreuzberg (West-Berlin)";POINT (13.39035 52.50766);http://www.mauer-fotos.de/image/?imageID=020533;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020535;Grenzhäuser Bernauer Straße;Vermauerte Grenzhäuser entlang der Bernauer Straße;Schubert, Wolfgang;1961;1965;1961-1965;Berlin, 1961-1965;"Berliner Mauer;Gedenkzeichen (Mauertote);Vermauerte Fenster/Türen";Vermauerte Fenster und Türen der Grenzhäuser in der Bernauer Straße Ecke Wolliner Straße. Vor dem Haus steht ein Gedenkzeichen für Bernd Lünser.;Bernauer Straße/Wolliner Straße;"Mitte (Ost-Berlin);Wedding (West-Berlin)";POINT (13.4016 52.53978);http://www.mauer-fotos.de/image/?imageID=020535;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020536;Bergstraße und Nordbahnhof;Grenzmauer an der Bergstraße und Nordbahnhof;Schubert, Wolfgang;1962;1962;1962-1962;Berlin, 1962;"Berliner Mauer;Dachsperre;Gedenkzeichen (Mauertote);Geisterbahnhof;Vermauerte Fenster/Türen";Grenzanlagen entlang der Bernauer Straße. Die Friedhofsmauer der Sophiengemeinde ist noch nicht abgerissen und dient als Grenzmauer, davor das Gedenkzeichen für Ernst Mundt. Zu erkennen ist auch der zugemauerte Eingangsbereich des Nordbahnhofs.;Bernauer Straße/Gartenstraße;"Mitte (Ost-Berlin);Wedding (West-Berlin)";POINT (13.38742 52.53348);http://www.mauer-fotos.de/image/?imageID=020536;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020537;Schriftzug Grenzmauer 75;Schriftzug an der Grenzmauer 75;Schubert, Wolfgang;1980;1988;1980-1988;Berlin, ca. 1984;"Berliner Mauer;Grenzmauer 75;Schriftzug";"Schriftzug an der Berliner Mauer. Auf der Mauer steht geschrieben: ""An der Mauer zwischen Himmel und Hölle wird mit den letzten Exkrementen des Daseins ein Mahnmal geschaffen. Seid ihr des Teufels das Erde [gemeint ist wohl Erbe] euer [eurer] Ahnen zu verachten. Nein nicht mehr denken sondern handeln entscheidet übers sein.""  Der Schrifzug wurde mit den Namen Thomas Kirst unterzeichnet.";;;;http://www.mauer-fotos.de/image/?imageID=020537;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
F-020542;Niederkirchnerstraße;Berliner Mauer entlang der Niederkirchnerstraße;Schubert, Wolfgang;1961;1965;1961-1965;Berlin, 1961-1965;"Abweiser (beidseitig);Berliner Mauer;Betonschichtmauer;Grenzmauer";Bürgersteig und Grenzmauer entlang der Niederkirchnerstraße.;Niederkirchnerstraße/Wilhelmstraße;"Mitte (Ost-Berlin);Kreuzberg (West-Berlin)";POINT (13.3854 52.5075);http://www.mauer-fotos.de/image/?imageID=020542;Stiftung Berliner Mauer;DE-MUS-736838;https://creativecommons.org/licenses/by-sa/4.0/
